62
20
17,17,17,17,17,17,17,17,17,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,12,12,12,12,12,12,12,12,12,12,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,5,5,5,5,5,5,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,5,5,5,5,5,5,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,15,13,5,5,5,5,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,13,13,5,5,5,5,5,5,5,13,12,12,12,12,12,12,12,12,14
17,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,5,13,5,5,5,5,5,5,5,13,13,12,12,12,12,12,12,0,17
17,0,0,0,0,0,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,14,0,0,0,0,0,0,0,0,0,0,0,13,13,5,5,13,12,5,5,5,5,5,5,13,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,13,5,5,5,13,13,0,0,0,13,13,13,13,0,0,0,13,13,13,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,13,13,12,12,5,5,5,5,13,13,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,13,13,5,5,5,5,13,13,13,5,5,5,13,13,13,13,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,13,13,12,12,5,5,5,5,13,13,0,0,0,0,0,0,0,0,17
17,0,0,0,0,13,5,5,13,13,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,13,13,12,12,12,12,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,5,5,13,5,13,13,5,13,13,13,13,5,13,13,5,5,5,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,13,13,12,12,12,12,5,5,13,13,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,5,13,5,13,13,13,13,13,12,12,12,12,12,5,5,5,5,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,5,13,12,12,5,5,5,5,13,13,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,13,13,5,13,13,5,13,18,5,18,18,18,18,12,5,5,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,5,13,12,5,5,5,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,13,18,18,5,5,5,5,5,5,5,5,5,5,5,5,12,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,5,13,5,5,5,5,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,13,0,0,18,13,5,13,13,5,13,13,5,5,5,5,5,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,5,13,5,5,5,5,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,0,5,13,12,12,12,12,12,12,5,5,0,5,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,13,13,5,5,5,5,5,13,0,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,15,5,5,5,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,13,13,13,5,5,5,5,5,5,13,0,0,0,0,0,0,0,0,17
17,0,0,0,0,0,0,0,0,5,5,5,5,15,5,5,5,5,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,13,13,13,5,5,5,5,5,5,5,0,16,0,0,0,0,0,0,17
17,3,0,0,0,0,1,2,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,13,13,13,15,5,5,5,5,5,0,0,13,1,2,0,3,0,0,17
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
